ACAtoAAA	ACCtoAAC	ACGtoAAG	ACTtoAAT	CCAtoCAA	CCCtoCAC	CCGtoCAG	CCTtoCAT	GCAtoGAA	GCCtoGAC	GCGtoGAG	GCTtoGAT	TCAtoTAA	TCCtoTAC	TCGtoTAG	TCTtoTAT	AAAtoACA	AACtoACC	AAGtoACG	AATtoACT	CAAtoCCA	CACtoCCC	CAGtoCCG	CATtoCCT	GAAtoGCA	GACtoGCC	GAGtoGCG	GATtoGCT	TAAtoTCA	TACtoTCC	TAGtoTCG	TATtoTCT	AAAtoAGA	AACtoAGC	AAGtoAGG	AATtoAGT	CAAtoCGA	CACtoCGC	CAGtoCGG	CATtoCGT	GAAtoGGA	GACtoGGC	GAGtoGGG	GATtoGGT	TAAtoTGA	TACtoTGC	TAGtoTGG	TATtoTGT	ACAtoAGA	ACCtoAGC	ACGtoAGG	ACTtoAGT	CCAtoCGA	CCCtoCGC	CCGtoCGG	CCTtoCGT	GCAtoGGA	GCCtoGGC	GCGtoGGG	GCTtoGGT	TCAtoTGA	TCCtoTGC	TCGtoTGG	TCTtoTGT	AAAtoATA	AACtoATC	AAGtoATG	AATtoATT	CAAtoCTA	CACtoCTC	CAGtoCTG	CATtoCTT	GAAtoGTA	GACtoGTC	GAGtoGTG	GATtoGTT	TAAtoTTA	TACtoTTC	TAGtoTTG	TATtoTTT	ACAtoATA	ACCtoATC	ACGtoATG	ACTtoATT	CCAtoCTA	CCCtoCTC	CCGtoCTG	CCTtoCTT	GCAtoGTA	GCCtoGTC	GCGtoGTG	GCTtoGTT	TCAtoTTA	TCCtoTTC	TCGtoTTG	TCTtoTTT
0	3	0	0	1	1	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	2	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	7	0	1	3	6	2	1	0	11	4	2	1	1	1
1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	2	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	1	0	6	1	3	0	3	1
0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	2	3	0	1	2	2	0	0	0	1	0	0	0	1	0	0	1	1	0	1	3	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	3	8	1	3	1	4	0	0	3	17	1	1	0	5	0
1	1	0	1	0	2	2	1	1	0	0	1	0	0	0	2	0	0	1	0	0	1	0	0	0	1	0	1	1	1	0	0	1	0	3	0	0	0	1	0	0	0	3	0	0	1	0	0	0	1	0	1	0	1	0	1	1	2	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	2	12	0	0	6	5	2	0	0	9	3	1	0	8	1
0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	1	2	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	13	2	2	0	5	1	0	2	14	0	3	1	3	4
0	0	0	1	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	11	2	1	1	3	0	1	1	8	1	1	2	1	2
0	0	1	0	1	1	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	4	2	7	0	1	1	9	1	2	1	7	1	2	2	4	0
2	2	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	2	1	2	0	0	0	0	2	0	1	0	0	0	0	0	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	1	0	1	0	0	2	0
1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	1	1	3	0	0	0	0	1	0	1	0	1	2	1	2	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	1	0	3	1	2	0	1	0	0	2	3	1
0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0	1	1	6	1	0	0	3	1	1	1	2	1
1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	12	0	0	0	7	0	1	1	7	1	0	2	6	1
7	26	3	121	85	57	32	539	19	55	14	324	115	202	32	2344	308	49	96	66	11	18	27	7	68	18	18	13	12	10	3	1	31	190	12	40	35	149	20	40	47	283	20	59	22	187	9	65	8	2	0	1	0	1	0	0	10	5	0	3	2	0	0	0	33	3	5	17	3	1	3	1	16	4	6	9	1	1	0	13	56	137	501	130	61	112	498	125	138	663	1665	581	138	647	2965	747
1	0	2	1	0	1	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	2	0	0	0	0	0	1	1	0	1	0	1	0	2	3	3	0	0	1	0	1	1	0	1	0	0	0	2	0	0	0	0	0	0	1	0	3	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	8	0	1	2	2	1	0	1	1	2	1	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	12	2	2	1	6	0	0	0	6	0	0	1	7	1
0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	0	1	0	0	0	2	0
1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	1	2	1	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	12	0	1	2	6	2	1	2	6	0	0	2	6	0
0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	0	1	1	3	0	0	0	6	4	1	0	1	2
1	2	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	1	7	0	1	0	2	0	1	0	9	1	0	0	1	0
0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	1	0	1	0	0	1	3	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	8	0	1	1	8	1	1	0	8	1	0	1	4	0
0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	0	0	3	0	0	0	0	0	0	1	1	1	1	0	0	4	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	10	1	1	0	6	1	0	1	5	0	1	6	7	1
1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	2	1	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	16	2	3	1	5	0	0	4	9	0	1	1	1	0
1	2	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	2	0	0	1	0	2	0	1	1	0	0	1	0	1	0	2	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	3	7	1	0	0	2	1	0	0	10	2	2	1	4	2
0	2	0	2	1	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	2	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	1	1	0	6	1	3	1	5	1	1	1	5	2
1	1	1	1	0	1	0	0	1	2	0	0	1	0	0	0	0	0	2	0	1	4	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	1	2	0	1	1	0	2	2	0	2	0	0	0	0	4	0	1	1	2	1	0	0	2	0	0	0	1	1	14	1	0	2	4	2	0	2	12	1	1	0	6	0
1	0	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	2	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	14	2	1	0	6	1	1	1	6	0	0	0	6	3
3	0	0	0	0	2	0	2	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	2	1	0	2	1	0	2	0	0	0	0	1	1	0	0	1	0	0	1	2	0	1	0	0	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	9	2	0	0	8	1	1	2	7	0	0	1	9	0
0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	1	1	0	0	7	1	0	1	3	1
0	0	0	1	1	0	2	0	2	2	1	2	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	1	0	1	1	1	0	2	1	0	0	0	0	0	0	0	2	0	3	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	1	9	0	3	5	4	3	2	1	5	4	3	3	3	2
0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	10	0	0	1	4	0	0	0	9	0	1	0	4	0
0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	1	0	0	1	1	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	2	13	1	0	2	8	0	2	0	15	0	1	0	7	2
1	1	1	1	0	1	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	2	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	10	1	0	0	6	0	0	3	6	0	1	0	2	0
0	2	0	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	1	2	0	0	2	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	2	2	0	0	0	0	0	0	0	0	1	0	1	0	0	2	1	4	0	0	0	2	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	1	3	1	14	2	3	2	11	0	2	0	9	1	4	0	7	3
1	0	0	1	1	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	2	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	3	1	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	23	0	0	2	7	2	0	3	3	1	0	1	5	0
1	0	0	3	3	2	1	0	0	0	0	2	0	1	0	0	2	3	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	0	2	0	0	0	1	0	0	0	2	0	0	2	0	2	1	4	2	0	1	0	0	1	1	0	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	1	20	1	2	6	7	0	2	3	6	2	5	2	1	0
2	2	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	2	2	0	1	1	0	0	0	2	0	0	0	0	0	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	21	0	3	1	9	2	1	5	11	0	1	0	3	2
0	3	0	0	2	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	1	2	0	0	1	1	0	0	1	1	0	0	4	1	0	0	0	3	1	0	0	1	0	1	3	0	1	0	1	1	0	0	1	2	0	0	0	0	1	2	3	1	0	1	0	2	0	1	0	1	5	1	1	1
1	0	0	0	0	0	0	1	0	0	0	1	1	2	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	1	3	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	17	1	4	1	8	0	1	2	10	2	2	2	9	1
0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	1	2	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	1	0	1	0	1
2	0	0	1	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	1	0	0	0	0	2	0	0	2	3	1	0	1	0	1	1	1	2	0	0	1	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	6	0	0	2	8	1	0	1	4	1
1	1	0	2	1	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	1	1	0	4	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	2	2	1	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	2	7	0	1	3	8	1	0	1	8	2	2	0	4	0
0	1	0	0	0	1	0	0	1	1	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	4	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	14	0	1	0	3	2	1	0	5	1	0	1	5	0
2	0	0	0	1	2	1	0	1	0	1	2	0	3	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	12	0	1	1	5	2	0	1	13	2	0	2	4	1
1	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	2	2	0	0	1	0	0	0	1	1	0	0	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	3	0	17	0	0	1	7	2	0	0	10	0	0	0	8	0
2	2	0	1	1	2	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	0	1	0	1	1	1	3	0	2	1	1	0	1	2	0	0	0	0	0	0	2	2	0	0	1	0	0	0	1	10	1	4	3	5	0	1	2	6	1	1	1	5	2
2	1	0	2	0	0	0	1	0	0	0	0	4	2	0	0	0	1	1	0	0	4	0	0	0	1	0	0	0	0	0	0	2	2	1	1	0	1	2	1	1	1	3	1	0	0	0	1	1	0	0	0	0	1	0	0	2	0	2	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	76	0	3	1	87	1	4	4	104	0	0	4	42	2
2	0	1	0	0	1	0	0	0	1	1	0	2	0	0	0	0	2	1	0	0	2	0	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1	0	2	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	1	3	3	0	1	2	0	1	0	0	0	0	0	1	1	1	1	0	2	0	0	0	0	0	1	0	9	3	0	0	3	1	0	1	7	0	1	2	3	1
1	2	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	2	3	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	2	1	0	0	1	0	1	2	14	0	1	4	12	0	1	0	9	3	3	1	4	0
0	1	0	3	1	3	0	4	0	1	0	1	2	0	1	2	1	0	3	0	1	0	0	0	0	1	0	0	1	0	0	0	2	0	2	0	0	0	0	4	4	1	2	0	1	0	0	3	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	2	0	1	0	0	4	3	0	0	0	0	0	0	0	0	0	2	15	2	1	2	6	5	1	1	17	1	6	2	7	4
0	1	0	0	0	2	3	3	1	2	0	2	2	1	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	1	1	1	1	1	0	4	1	1	0	2	0	2	2	0	1	1	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	1	1	0	0	0	2	6	186	1	10	4	173	5	5	6	172	3	2	2	94	3
0	2	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	2	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	12	2	1	5	5	2	1	0	5	1	2	2	3	2
2	0	0	1	0	0	0	1	0	0	0	0	2	1	0	0	1	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	1	1	1	3	0	4	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	15	1	1	5	7	0	2	0	11	1	0	0	4	0
0	2	0	2	0	0	0	1	0	1	0	2	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	2	0	1	2	2	0	0	0	1	1	0	1	3	1	0	2	0	0	1	0	0	3	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	21	3	2	1	5	1	0	1	18	0	1	0	4	3
0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	1	0	1	0	0	0	1	0	0	1	0	2	3	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	6	0	2	2	4	0	0	2	9	0	0	1	6	0
1	0	0	0	0	2	0	0	2	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	0	2	1	1	4	2	1	0	0	3	0	1	1	1	0	0	0	1	0	1	1	2	0	0	0	1	0	0	0	0	0	0	2	1	0	1	0	0	1	0	0	0	1	1	10	1	1	3	0	0	0	0	4	0	0	3	3	0
0	3	0	0	0	0	0	0	1	1	0	2	2	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	4	1	0	2	3	1	1	0	1	0	1	0	2	2	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	5	1	0	1	3	2	0	1	10	0	1	0	3	1
2	1	0	1	2	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	0	2	1	2	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	2	2	29	0	1	2	10	2	2	1	14	1	0	1	5	1
0	0	0	1	1	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	12	0	0	1	5	3	0	1	3	0	2	0	0	1
0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	1	2	0	0	0	2	2	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	4	0	0	0	1	1	0	0	7	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	1	0	0	2	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	7	1	0	3	4	1	1	0	6	2	1	0	0	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	2	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	2	0	2	0	2	0	1	1	2	0	2	1	1	1
1	1	0	0	2	2	0	2	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	2	2	1	1	0	1	0	1	0	0	0	0	0	1	0	1	1	0	2	1	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	2	1	0	1	3	4	0	3	2	2	2	1	2	0
1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	2	0	0	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	16	4	1	2	7	6	0	1	8	0	0	2	5	0
0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	12	0	0	3	4	2	0	0	7	0	2	1	3	0
0	0	0	2	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	1	0	0	0	2	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	1	11	2	1	1	5	1	0	0	5	0	1	0	4	1
2	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	4	1	1	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	1	1	6	0	0	2	8	0	0	1	3	1
0	3	0	0	1	1	0	0	0	2	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	11	1	1	0	4	0	0	1	7	2	1	2	6	2
1	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	3	6	1	1	1	4	0	1	0	2	0
1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	2	0	2	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	3	14	0	0	1	8	0	1	2	13	0	1	0	0	1
